domain,query_path,language,title,url,response_code,num_links,score
en.wikipedia.org,,en,SOX12 - Wikipedia,https://en.wikipedia.org/wiki/SOX12,200,907,1
en.wikipedia.org,,en,"Changes related to ""Johannie Maria Spaan"" - Wikipedia",https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Johannie_Maria_Spaan,200,97,1
en.wikipedia.org,,en,Treaty of Accession 2011 - Wikipedia,https://en.wikipedia.org/wiki/Treaty_of_Accession_2011,200,852,1
en.wikipedia.org,,en,"Pages that link to ""Johannie Maria Spaan"" - Wikipedia",https://en.wikipedia.org/wiki/Special:WhatLinksHere/Johannie_Maria_Spaan,200,84,1
en.wikipedia.org,,en,Shia Islam - Wikipedia,https://en.wikipedia.org/wiki/Shiite,200,2647,1
en.wikipedia.org,,en,File:PBB GE IKZF1 205039 s at fs.png - Wikipedia,https://en.wikipedia.org/wiki/File:PBB_GE_IKZF1_205039_s_at_fs.png,200,75,1
en.wikipedia.org,,en,Inosine - Wikipedia,https://en.wikipedia.org/wiki/Inosine,200,771,1
en.wikipedia.org,,en,Hypoxanthine - Wikipedia,https://en.wikipedia.org/wiki/Hypoxanthine,200,558,1
en.wikipedia.org,,en,Nucleic acid sequence - Wikipedia,https://en.wikipedia.org/wiki/Nucleic_acid_sequence,200,438,1
ca.wikipedia.org,,ca,"Genoma - Viquipèdia, l'enciclopèdia lliure",https://ca.wikipedia.org/wiki/Genoma,200,232,0
en.wikipedia.org,,en,Tissue (biology) - Wikipedia,https://en.wikipedia.org/wiki/Biological_tissue,200,371,1
en.wikipedia.org,,en,DLX1 - Wikipedia,https://en.wikipedia.org/wiki/DLX1,200,212,1
en.wikipedia.org,,en,Diabetes mellitus type 1 - Wikipedia,https://en.wikipedia.org/wiki/Diabetes_mellitus_type_1,200,1351,1
en.wikipedia.org,,en,Bamforth–Lazarus syndrome - Wikipedia,https://en.wikipedia.org/wiki/Bamforth%E2%80%93Lazarus_syndrome,200,232,1
en.wikipedia.org,,en,Polyphenism - Wikipedia,https://en.wikipedia.org/wiki/Polyphenism,200,284,1
en.wikipedia.org,,en,"Pages that link to ""SOX12"" - Wikipedia",https://en.wikipedia.org/wiki/Special:WhatLinksHere/SOX12,200,206,1
en.wikipedia.org,,en,Talk:SOX12 - Wikipedia,https://en.wikipedia.org/wiki/Talk:SOX12,200,66,1
en.wikipedia.org,,en,"Changes related to ""SOX12"" - Wikipedia",https://en.wikipedia.org/wiki/Special:RecentChangesLinked/SOX12,200,257,1
uk.wikipedia.org,,uk,Поліфенізм — Вікіпедія,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%96%D1%84%D0%B5%D0%BD%D1%96%D0%B7%D0%BC,200,94,0
th.wikipedia.org,,th,แม่แบบ:Transcription factor/coregulator deficiencies - วิกิพีเดีย,https://th.wikipedia.org/wiki/%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%9A%E0%B8%9A:Transcription_factor/coregulator_deficiencies,200,193,0
en.wikipedia.org,,en,Ashura - Wikipedia,https://en.wikipedia.org/wiki/Day_of_Ashura,200,969,1
en.wikipedia.org,,en,Karramiyya - Wikipedia,https://en.wikipedia.org/wiki/Karramiyya,200,387,1
en.wikipedia.org,,en,Over-the-counter drug - Wikipedia,https://en.wikipedia.org/wiki/Over-the-counter_drug,200,275,1
en.wikipedia.org,,en,Safavid conversion of Iran to Shia Islam - Wikipedia,https://en.wikipedia.org/wiki/Safavid_conversion_of_Iran_to_Shia_Islam,200,972,1
en.wikipedia.org,,en,Orotidine 5'-monophosphate - Wikipedia,https://en.wikipedia.org/wiki/Orotidine_5%27-monophosphate,200,153,1
en.wikipedia.org,,en,Orotic acid - Wikipedia,https://en.wikipedia.org/wiki/Orotic_acid,200,211,1
en.wikipedia.org,,en,Glycated hemoglobin - Wikipedia,https://en.wikipedia.org/wiki/Glycated_hemoglobin,200,668,1
en.wikipedia.org,,en,Innate immune system - Wikipedia,https://en.wikipedia.org/wiki/Innate_immune_system,200,718,1
en.wikipedia.org,,en,Protein isoform - Wikipedia,https://en.wikipedia.org/wiki/Protein_isoform,200,213,1
zh.wikipedia.org,,zh,乳清酸 - 维基百科，自由的百科全书,https://zh.wikipedia.org/wiki/%E4%B9%B3%E6%B8%85%E9%85%B8,200,286,0
vi.wikipedia.org,,vi,Miễn dịch tự nhiên – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Mi%E1%BB%85n_d%E1%BB%8Bch_t%E1%BB%B1_nhi%C3%AAn,200,92,0
en.wikipedia.org,,en,"Changes related to ""Bamforth–Lazarus syndrome"" - Wikipedia",https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Bamforth%E2%80%93Lazarus_syndrome,200,211,1
vi.wikipedia.org,,vi,Thay đổi liên quan tới “Miễn dịch tự nhiên” – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/%C4%90%E1%BA%B7c_bi%E1%BB%87t:Thay_%C4%91%E1%BB%95i_li%C3%AAn_quan/Mi%E1%BB%85n_d%E1%BB%8Bch_t%E1%BB%B1_nhi%C3%AAn,200,74,0
en.wikipedia.org,,en,"Changes related to ""Tissue (biology)"" - Wikipedia",https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Tissue_(biology),200,412,1
zh.wikipedia.org,,zh,先天免疫系統 - 维基百科，自由的百科全书,https://zh.wikipedia.org/wiki/%E5%85%88%E5%A4%A9%E5%85%8D%E7%96%AB%E7%B3%BB%E7%B5%B1,200,642,0
en.wikipedia.org,,en,Low-carbohydrate diet - Wikipedia,https://en.wikipedia.org/wiki/Low-carbohydrate_diet,200,1332,1
zh.wikipedia.org,,zh,人類白細胞抗原 - 维基百科，自由的百科全书,https://zh.wikipedia.org/wiki/%E4%BA%BA%E9%A1%9E%E7%99%BD%E7%B4%B0%E8%83%9E%E6%8A%97%E5%8E%9F,200,299,0
en.wikipedia.org,,en,Tribe - Wikipedia,https://en.wikipedia.org/wiki/Tribe,200,483,1
en.wikipedia.org,,en,Salik - Wikipedia,https://en.wikipedia.org/wiki/Salik,200,180,1
zh.wikipedia.org,,zh,髓細胞 - 维基百科，自由的百科全书,https://zh.wikipedia.org/wiki/%E9%AB%93%E7%B4%B0%E8%83%9E,200,533,0
en.wikipedia.org,,en,Hawza - Wikipedia,https://en.wikipedia.org/wiki/Hawza,200,323,1
en.wikipedia.org,,en,Zinc finger inhibitor - Wikipedia,https://en.wikipedia.org/wiki/Zinc_finger_inhibitor,200,924,1
en.wikipedia.org,,en,Orotic aciduria - Wikipedia,https://en.wikipedia.org/wiki/Orotic_aciduria,200,181,1
en.wikipedia.org,,en,Mebendazole - Wikipedia,https://en.wikipedia.org/wiki/Mebendazole,200,414,1
en.wikipedia.org,,en,"Changes related to ""Orotic acid"" - Wikipedia",https://en.wikipedia.org/wiki/Special:RecentChangesLinked/Orotic_acid,200,189,1
zh.wikipedia.org,,zh-TW,先天免疫系統 - 維基百科，自由的百科全書,https://zh.wikipedia.org/zh-tw/%E5%85%88%E5%A4%A9%E5%85%8D%E7%96%AB%E7%B3%BB%E7%B5%B1,200,642,0
en.wikipedia.org,,en,Atkins diet - Wikipedia,https://en.wikipedia.org/wiki/Atkins_Nutritional_Approach,200,390,1
en.wikipedia.org,,en,Frederick Madison Allen - Wikipedia,https://en.wikipedia.org/wiki/Frederick_Madison_Allen,200,141,1
en.wikipedia.org,,en,Chitosan - Wikipedia,https://en.wikipedia.org/wiki/Chitosan,200,762,1
en.wikipedia.org,,en,Umayyad Caliphate - Wikipedia,https://en.wikipedia.org/wiki/Umayyad,200,1856,1
en.wikipedia.org,,en,Salisbury steak - Wikipedia,https://en.wikipedia.org/wiki/Salisbury_steak,200,406,1
en.wikipedia.org,,en,Scarsdale diet - Wikipedia,https://en.wikipedia.org/wiki/Scarsdale_diet,200,106,1
en.wikipedia.org,,en,Turkic peoples - Wikipedia,https://en.wikipedia.org/wiki/Turkic_peoples,200,1981,1
en.wikipedia.org,,en,User contributions for Eric Corbett - Wikipedia,https://en.wikipedia.org/wiki/Special:Contributions/Eric_Corbett,200,317,1
en.wikipedia.org,,en,User talk:Eric Corbett - Wikipedia,https://en.wikipedia.org/wiki/User_talk:Eric_Corbett,200,185,1
en.wikipedia.org,,en,TP53 - Wikipedia,https://en.wikipedia.org/wiki/TP53,200,3353,1
en.wikipedia.org,,en,Sex hormone receptor - Wikipedia,https://en.wikipedia.org/wiki/Sex_hormone_receptor,200,2748,1
en.wikipedia.org,,en,User contributions for Rjwilmsi - Wikipedia,https://en.wikipedia.org/wiki/Special:Contributions/Rjwilmsi,200,277,1
es.wikipedia.org,,es,"Receptor de hormonas sexuales - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Receptor_de_hormonas_sexuales,200,55,0
en.wikipedia.org,,en,PTK2 - Wikipedia,https://en.wikipedia.org/wiki/PTK2,200,1155,1
sv.wikipedia.org,,sv,PTK2 – Wikipedia,https://sv.wikipedia.org/wiki/PTK2,200,63,0
en.wikipedia.org,,en,File:Map-TurkicLanguages.png - Wikipedia,https://en.wikipedia.org/wiki/File:Map-TurkicLanguages.png,200,343,1
en.wikipedia.org,,en,YWHAZ - Wikipedia,https://en.wikipedia.org/wiki/YWHAZ,200,708,1
en.wikipedia.org,,en,EGR1 - Wikipedia,https://en.wikipedia.org/wiki/Zif268,200,1072,1
sh.wikipedia.org,,sh,PTK2 - Wikipedia,https://sh.wikipedia.org/wiki/PTK2,200,774,0
ckb.wikipedia.org,,ckb,تورک - ویکیپیدیا، ئینسایکڵۆپیدیای ئازاد,https://ckb.wikipedia.org/wiki/%D8%AA%D9%88%D8%B1%DA%A9,200,127,0
en.wikipedia.org,,en,Turki - Wikipedia,https://en.wikipedia.org/wiki/Turki,200,160,1
,,,SpiderException -- Ignoring non-200 response,https://sv.wikipedia.org/wiki/Special:Senaste_relaterade_%C3%A4ndringar/PTK2,404,,
en.wikipedia.org,,en,File:Museum für Indische Kunst Dahlem Berlin Mai 2006 064.jpg - Wikipedia,https://en.wikipedia.org/wiki/File:Museum_f%C3%BCr_Indische_Kunst_Dahlem_Berlin_Mai_2006_064.jpg,200,127,1
en.wikipedia.org,,en,Nishapur - Wikipedia,https://en.wikipedia.org/wiki/Nishapur,200,1433,1
en.wikipedia.org,,en,Gagauz language - Wikipedia,https://en.wikipedia.org/wiki/Gagauz_language,200,379,1
en.wikipedia.org,,en,Crimean Karaites - Wikipedia,https://en.wikipedia.org/wiki/Crimean_Karaites,200,1247,1
sh.wikipedia.org,,sh,Janus kinaza 2 - Wikipedia,https://sh.wikipedia.org/wiki/Janus_kinaza_2,200,678,0
en.wikipedia.org,,en,Seljuq dynasty - Wikipedia,https://en.wikipedia.org/wiki/Seljuk_Turks,200,1247,1
en.wikipedia.org,,en,Babur - Wikipedia,https://en.wikipedia.org/wiki/Babur,200,978,1
en.wikipedia.org,,en,User groups management - Wikipedia,https://en.wikipedia.org/wiki/Special:UserRights/Rjwilmsi,200,57,1
en.wikipedia.org,,en,Timur - Wikipedia,https://en.wikipedia.org/wiki/Timur,200,1260,1
en.wikipedia.org,,en,Turks of Western Thrace - Wikipedia,https://en.wikipedia.org/wiki/Turks_of_Western_Thrace,200,817,1
en.wikipedia.org,,en,All pages with prefix - Wikipedia,https://en.wikipedia.org/wiki/Special:PrefixIndex/User:Rjwilmsi/,200,50,1
en.wikipedia.org,,en,Book sources - Wikipedia,https://en.wikipedia.org/wiki/Special:BookSources/1-84511-056-0,200,1443,1
en.wikipedia.org,,en,Protein targeting - Wikipedia,https://en.wikipedia.org/wiki/Protein_transport,200,424,1
en.wikipedia.org,,en,AKT1 - Wikipedia,https://en.wikipedia.org/wiki/AKT1,200,1066,1
en.wikipedia.org,,en,Trakai - Wikipedia,https://en.wikipedia.org/wiki/Trakai,200,494,1
en.wikipedia.org,,en,Counties of Iran - Wikipedia,https://en.wikipedia.org/wiki/Counties_of_Iran,200,1275,1
ru.wikipedia.org,,ru,AKT1 — Википедия,https://ru.wikipedia.org/wiki/AKT1,200,380,0
en.wikipedia.org,,en,Jewish dance - Wikipedia,https://en.wikipedia.org/wiki/Jewish_dance,200,223,1
en.wikipedia.org,,en,Rabbinic Judaism - Wikipedia,https://en.wikipedia.org/wiki/Rabbanites,200,649,1
en.wikipedia.org,,en,Polish language - Wikipedia,https://en.wikipedia.org/wiki/Polish_language,200,1282,1
en.wikipedia.org,,en,Kharraqan towers - Wikipedia,https://en.wikipedia.org/wiki/Kharraqan_towers,200,240,1
en.wikipedia.org,,en,Book sources - Wikipedia,https://en.wikipedia.org/wiki/Special:BookSources/978-0-8179-6662-1,200,1443,1
en.wikipedia.org,,en,Literal translation - Wikipedia,https://en.wikipedia.org/wiki/Literal_translation,200,235,1
en.wikipedia.org,,en,Raions of Ukraine - Wikipedia,https://en.wikipedia.org/wiki/Raions_of_Ukraine,200,1403,1
en.wikipedia.org,,en,Romanization of Persian - Wikipedia,https://en.wikipedia.org/wiki/Romanization_of_Persian,200,388,1
en.wikipedia.org,,en,File:1842 tomb of Babur by Charles Masson.png - Wikipedia,https://en.wikipedia.org/wiki/File:1842_tomb_of_Babur_by_Charles_Masson.png,200,63,1
pt.wikipedia.org,,pt,"AKT1 – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/AKT1,200,748,0
en.wikipedia.org,,en,Millet (Ottoman Empire) - Wikipedia,https://en.wikipedia.org/wiki/Millet_(Ottoman_Empire),200,563,1
en.wikipedia.org,,en,Ganges - Wikipedia,https://en.wikipedia.org/wiki/Ganges_River,200,2512,1
en.wikipedia.org,,en,Turks in Berlin - Wikipedia,https://en.wikipedia.org/wiki/Turks_in_Berlin,200,238,1
en.wikipedia.org,,en,User:Rjwilmsi/vector.js - Wikipedia,https://en.wikipedia.org/wiki/User:Rjwilmsi/vector.js,200,52,1
en.wikipedia.org,,en,User:Rjwilmsi/vector.css - Wikipedia,https://en.wikipedia.org/wiki/User:Rjwilmsi/vector.css,200,52,1
en.wikipedia.org,,en,Spanish language - Wikipedia,https://en.wikipedia.org/wiki/Spanish_language,200,3033,1
