detected_language,url,response_code,num_links,response_type,declared_language
th,https://twitter.com/CFUIsa/status/886109372962791426,200,110,HTML,th
th,https://twitter.com/RealSteveKemble/status/885921869223923713,200,127,HTML,th
th,https://twitter.com/SmackHenry/status/885926300829065216,200,97,HTML,th
th,https://twitter.com/chiara_pisanu/status/885953504287838209,200,118,HTML,th
ko,https://twitter.com/catsidkcats/status/887272617530535936,200,99,HTML,ko
zh_Hant,https://twitter.com/tonywonyrony/status/887069975172796416?lang=zh-tw,200,108,HTML,zh-tw
en,https://twitter.com/hashtag/JustStepBack?f=tweets&src=hash,200,89,HTML,ko
ko,https://twitter.com/ilikecomicstoo/status/885828387062919168,200,134,HTML,ko
ko,https://twitter.com/hqkatyperry/status/887130936541884420?lang=ko,200,149,HTML,ko
ko,https://twitter.com/mahonesclique,200,175,HTML,ko
en,https://twitter.com/alvaroz_32?lang=en,200,285,HTML,en
kn,https://twitter.com/hqkatyperry/status/887125912784916480?lang=kn,200,161,HTML,kn
zh_Hant,https://twitter.com/CapitolRecords/status/887025456788131840,200,224,HTML,zh-tw
zh_Hant,https://twitter.com/TeenChoiceFOX/status/886310660153278464,200,249,HTML,zh-tw
zh_Hant,https://twitter.com/KatyPViews/status/887036327027408900,200,109,HTML,zh-tw
zh_Hant,https://twitter.com/KatyPViews,200,169,HTML,zh-tw
zh_Hant,https://twitter.com/KPnoticias/status/887033487160692736,200,121,HTML,zh-tw
en,https://twitter.com/Snooker155News,200,194,HTML,zh-tw
en,https://twitter.com/RealSteveKemble/status/885926215487561728,200,123,HTML,zh-tw
zh_Hant,https://twitter.com/SmackHenry/status/885926300829065216?lang=zh-tw,200,97,HTML,zh-tw
th,https://twitter.com/catsidkcats/status/887272617530535936?lang=th,200,99,HTML,th
en,https://twitter.com/Gemexp,200,273,HTML,zh-tw
kn,https://twitter.com/catsidkcats/status/887272617530535936?lang=kn,200,99,HTML,kn
en,https://twitter.com/Shoelais/status/885831168305897472,200,105,HTML,zh-tw
,https://pbs.twimg.com/profile_images/871140604952162304/eSMIuOAy.jpg,200,,Binary,
en,https://twitter.com/Shoelais,200,183,HTML,zh-tw
en,https://twitter.com/imactuallywes/status/776968018953773056,200,185,HTML,en
kn,https://twitter.com/graceaauten/status/778070511712555008,200,149,HTML,kn
zh_Hant,https://twitter.com/alvaroz_32?lang=zh-tw,200,285,HTML,zh-tw
kn,https://twitter.com/NAVYxPRINT,200,182,HTML,kn
kn,https://twitter.com/prayingrose/status/887041022978600960,200,107,HTML,kn
kn,https://twitter.com/katyperyedit/status/886326037881036800,200,119,HTML,kn
cs,https://twitter.com/KatyPViews?lang=cs,200,169,HTML,cs
kn,https://twitter.com/KatyPerry558368,200,225,HTML,kn
kn,https://twitter.com/LocasFrase/status/879796846906015744,200,107,HTML,kn
,https://pbs.twimg.com/profile_images/871140604952162304/eSMIuOAy_400x400.jpg,200,,Binary,
kn,https://twitter.com/awakeinsouth/status/886005888468865024,200,123,HTML,kn
th,https://twitter.com/SmackHenry/status/885926300829065216?lang=th,200,97,HTML,th
ko,https://twitter.com/RealSteveKemble/status/885926215487561728?lang=ko,200,123,HTML,ko
kn,https://twitter.com/PattiLucena/status/887112672331927552,200,115,HTML,kn
en,https://twitter.com/login?redirect_after_login=%2Fsettings%2Fwidgets%2Fnew%2Fsearch%3Fquery%3D%2523JustStepBack,200,70,HTML,kn
kn,https://twitter.com/KaramelSource/status/886951172015259648,200,111,HTML,kn
kn,https://twitter.com/basicallygaby/status/776968113954906116,200,102,HTML,kn
en,https://twitter.com/Shoelais?lang=da,200,183,HTML,da
,https://pbs.twimg.com/profile_images/884840417434501121/-9BB1Qw1.jpg,200,,Binary,
zh_Hant,https://twitter.com/basicallygaby,200,171,HTML,zh-tw
en,https://twitter.com/okayang_/status/778070690666864672,200,100,HTML,zh-tw
zh_Hant,https://twitter.com/SeriesBrasil/status/886710742069719041,200,158,HTML,zh-tw
,https://pbs.twimg.com/profile_images/844993459303919617/WPbILyIs.jpg,200,,Binary,
cs,https://twitter.com/tribute_infinit,200,241,HTML,cs
cs,https://twitter.com/WitnessingYa,200,202,HTML,cs
cs,https://twitter.com/werjck,200,175,HTML,cs
en,https://twitter.com/hashtag/VMAs2017?src=hash,200,245,HTML,cs
en,https://twitter.com/mircasfit,200,208,HTML,cs
en,https://twitter.com/hashtag/uniteBlue?src=hash,200,225,HTML,cs
en,https://twitter.com/hashtag/theResistance?src=hash,200,201,HTML,ko
de,https://twitter.com/PattiLucena/status/887112672331927552?lang=de,200,115,HTML,de
ko,https://twitter.com/Lovekramel,200,308,HTML,ko
en,https://twitter.com/SabaKhaliq21,200,270,HTML,da
en,https://twitter.com/SerenaSwizzle,200,192,HTML,da
cs,https://twitter.com/basicallygaby/status/776968113954906116?lang=cs,200,102,HTML,cs
da,https://twitter.com/imactuallylita,200,274,HTML,da
en,https://twitter.com/reliabletucker,200,184,HTML,da
da,https://twitter.com/DEMINGSHERBINKO,200,89,HTML,da
da,https://twitter.com/riseconler/status/886711247185596416,200,100,HTML,da
,https://pbs.twimg.com/profile_images/883061467037270016/-_tiBpDK.jpg,200,,Binary,
da,https://twitter.com/umaghost/status/887030982783774720,200,102,HTML,da
en,https://twitter.com/riseconler,200,179,HTML,da
,https://pbs.twimg.com/profile_images/883061467037270016/-_tiBpDK_400x400.jpg,200,,Binary,
en,https://twitter.com/katyperrws,200,184,HTML,da
en,https://twitter.com/mendesperry/status/886668681920614400,200,156,HTML,da
en,https://twitter.com/ARMYfinland/status/884420436704079873,200,112,HTML,da
en,https://twitter.com/Quiksilver/status/885847335716229121,200,113,HTML,da
en,https://twitter.com/Quiksilver,200,179,HTML,da
en,https://twitter.com/hashtag/Maddow?src=hash,200,188,HTML,de
kn,https://twitter.com/PattiLucena/status/887112672331927552?lang=kn,200,115,HTML,kn
de,https://twitter.com/Club_Sodanvers/status/887036295310168069,200,112,HTML,de
de,https://twitter.com/benoistan/status/887002166942105601,200,113,HTML,de
cs,https://twitter.com/HaylorSource/status/886627845396713472,200,108,HTML,cs
kn,https://twitter.com/basicallygaby/status/776968113954906116?lang=kn,200,102,HTML,kn
cs,https://twitter.com/IKTayWT/status/886676169650823168,200,119,HTML,cs
cs,https://twitter.com/WESVAPE/status/886620916838522880,200,188,HTML,cs
cs,https://twitter.com/myboycrushs/status/886986642883579904,200,129,HTML,cs
cs,https://twitter.com/DEMINGSHERBINKO/media,200,89,HTML,cs
cs,https://twitter.com/Justliarsbr,200,175,HTML,cs
cs,https://twitter.com/bad_light_,200,211,HTML,cs
vi,https://twitter.com/katyperrws?lang=vi,200,184,HTML,vi
cs,https://twitter.com/Im_thekidson/status/886678974260281345,200,104,HTML,cs
cs,https://twitter.com/GackNewsWeeky/status/886236268715286530,200,99,HTML,cs
cs,https://twitter.com/Angel_35043,200,196,HTML,cs
cs,https://twitter.com/Quiksilver/status/880791619544416257,200,108,HTML,cs
kn,https://twitter.com/Quiksilver/status/881401022782025728,200,123,HTML,kn
kn,https://twitter.com/NWPinPDX/status/887072643312005120,200,177,HTML,kn
kn,https://twitter.com/ale45187812,200,159,HTML,kn
kn,https://twitter.com/bansheeelydia,200,183,HTML,kn
kn,https://twitter.com/bridgetfeehan13/status/886710852316930048,200,99,HTML,kn
,https://pbs.twimg.com/profile_images/879707458968576001/3sZqFr48.jpg,200,,Binary,
en,https://twitter.com/bridgetfeehan13,200,206,HTML,kn
,https://pbs.twimg.com/profile_images/879707458968576001/3sZqFr48_400x400.jpg,200,,Binary,
kn,https://twitter.com/janvanfirst/status/886692532633059330,200,103,HTML,kn
kn,https://twitter.com/classictucker/status/886681887988748289,200,102,HTML,kn
kn,https://twitter.com/Lil_R_Paget,200,178,HTML,kn
,https://pbs.twimg.com/profile_images/861547698243153920/oxhnGijz.jpg,200,,Binary,
,https://pbs.twimg.com/profile_images/861547698243153920/oxhnGijz_400x400.jpg,200,,Binary,
kn,https://twitter.com/10kHoursOfShawn/status/886987592604033025,200,100,HTML,kn
zh_Hant,https://twitter.com/DEMINGSHERBINKO/media?lang=zh-tw,200,89,HTML,zh-tw
vi,https://twitter.com/bad_light_/status/887113452099174400,200,100,HTML,vi
en,https://twitter.com/katyperrws?lang=da,200,184,HTML,da
vi,https://twitter.com/ObiWanDiva,200,201,HTML,vi
vi,https://twitter.com/nickiminaj,200,169,HTML,vi
vi,https://twitter.com/BTS_LOVEUALWAYS/status/886973797156487168,200,140,HTML,vi
vi,https://twitter.com/machado2311,200,200,HTML,vi
vi,https://twitter.com/BeddowJohn/status/881406378681581568,200,100,HTML,vi
vi,https://twitter.com/ThatFranzilla/status/887204203982094336,200,102,HTML,vi
,https://pbs.twimg.com/profile_images/687225614676279296/-EvDek3P.jpg,200,,Binary,
,https://pbs.twimg.com/profile_images/448303042937765888/UpraKbuz_400x400.jpeg,200,,Binary,
,https://pbs.twimg.com/profile_images/448303042937765888/UpraKbuz.jpeg,200,,Binary,
vi,https://twitter.com/bansheeelydia/status/887193168810188801,200,95,HTML,vi
vi,https://twitter.com/ThatFranzilla,200,209,HTML,vi
en,https://twitter.com/bridgetfeehan13/status/886710852316930048?lang=zh-tw,200,99,HTML,zh-tw
vi,https://twitter.com/iHeartFestival/status/887298411678101504,200,200,HTML,vi
pl,https://twitter.com/janvanfirst/status/886692532633059330?lang=pl,200,103,HTML,pl
zh_Hant,https://twitter.com/classictucker/status/886681887988748289?lang=zh-tw,200,102,HTML,zh-tw
zh,https://twitter.com/classictucker/status/886681887988748289?lang=zh-cn,200,102,HTML,zh-cn
en,https://twitter.com/hashtag/ymt?src=hash,200,118,HTML,zh-tw
cs,https://twitter.com/DEMINGSHERBINKO/media?lang=cs,200,89,HTML,cs
zh_Hant,https://twitter.com/bad_light_/status/887113452099174400?lang=zh-tw,200,100,HTML,zh-tw
zh,https://twitter.com/bad_light_/status/887113452099174400?lang=zh-cn,200,100,HTML,zh-cn
ja,https://twitter.com/bad_light_/status/887113452099174400?lang=ja,200,100,HTML,ja
en,https://twitter.com/padmesrebellion/status/887118793062977537,200,101,HTML,da
en,https://twitter.com/WoroodAlMamoori/status/886976473713836032,200,119,HTML,da
en,https://twitter.com/WoroodAlMamoori/status/886977463515009028,200,133,HTML,da
zh_Hant,https://twitter.com/ThatFranzilla/status/887204203982094336?lang=zh-tw,200,102,HTML,zh-tw
zh,https://twitter.com/ThatFranzilla/status/887204203982094336?lang=zh-cn,200,102,HTML,zh-cn
ja,https://twitter.com/ThatFranzilla/status/887204203982094336?lang=ja,200,102,HTML,ja
en,https://twitter.com/ThatFranzilla?lang=bg,200,209,HTML,bg
kn,https://twitter.com/bridgetfeehan13/status/886710852316930048?lang=kn,200,99,HTML,kn
pl,https://twitter.com/Los5Music,200,222,HTML,pl
kn,https://twitter.com/janvanfirst/status/886692532633059330?lang=kn,200,103,HTML,kn
kn,https://twitter.com/classictucker/status/886681887988748289?lang=kn,200,102,HTML,kn
cs,https://twitter.com/dlc_fabi/status/887300662526181377,200,107,HTML,cs
en,https://twitter.com/hashtag/RisingStar?src=hash,200,243,HTML,zh-cn
en,https://twitter.com/hashtag/yorkmuaythai?src=hash,200,96,HTML,zh-tw
vi,https://twitter.com/bad_light_/status/887113452099174400?lang=vi,200,100,HTML,vi
ja,https://twitter.com/YorkMuayThai/status/886017361777577984,200,100,HTML,ja
ja,https://twitter.com/YorkMuayThai,200,161,HTML,ja
,https://pbs.twimg.com/profile_images/1255077365/YMTGuy.png,200,,Binary,
ja,https://twitter.com/cidy_1902,200,187,HTML,ja
en,https://twitter.com/search?q=place%3Afc6282dff859b848,200,171,HTML,ja
en,https://twitter.com/BreathlessSeok,200,189,HTML,zh-tw
,https://pbs.twimg.com/profile_images/1255077365/YMTGuy_400x400.png,200,,Binary,
vi,https://twitter.com/ThatFranzilla/status/887204203982094336?lang=vi,200,102,HTML,vi
ja,https://twitter.com/Aluap5113,200,180,HTML,ja
en,https://twitter.com/WoroodAlMamoori/status/886977463515009028?lang=zh-tw,200,133,HTML,zh-tw
en,https://twitter.com/WoroodAlMamoori/status/886977463515009028?lang=zh-cn,200,133,HTML,zh-cn
vi,https://twitter.com/ThatFranzilla?lang=vi,200,209,HTML,vi
en,https://twitter.com/hashtag/Los5?src=hash,200,143,HTML,kn
kn,https://twitter.com/Los5Music/status/885593822561959936,200,132,HTML,kn
kn,https://twitter.com/iHeartFestival/status/885589651108630532,200,132,HTML,kn
kn,https://twitter.com/Los5Argentina,200,230,HTML,kn
en,https://twitter.com/hashtag/RisingStar?lang=sv,200,243,HTML,sv
en,https://twitter.com/hashtag/yorkmuaythai?f=broadcasts&vertical=default&src=hash,200,89,HTML,vi
vi,https://twitter.com/YorkMuayThai/status/874291888496443392,200,97,HTML,vi
vi,https://twitter.com/natportmanfeed/status/886687887345016832,200,106,HTML,vi
vi,https://twitter.com/yori_shirou/status/886174734416625664,200,196,HTML,vi
tr,https://twitter.com/BreathlessSeok?lang=tr,200,189,HTML,tr
vi,https://twitter.com/BreathlessSeok/status/877675339203346432,200,107,HTML,vi
vi,https://twitter.com/bangstanmutuals/status/877715173993218048,200,172,HTML,vi
en,https://twitter.com/WoroodAlMamoori/status/886977463515009028?lang=da,200,133,HTML,da
vi,https://twitter.com/SoyFxzz/status/886729080963334144,200,104,HTML,vi
en,https://twitter.com/hashtag/PrideMonth?src=hash,200,227,HTML,zh-tw
vi,https://twitter.com/SoyFxzz,200,150,HTML,vi
vi,https://twitter.com/carter928053/status/885595389029646337,200,104,HTML,vi
vi,https://twitter.com/Los5Argentina/status/887175166542958593,200,107,HTML,vi
en,https://twitter.com/hashtag/Orale?src=hash,200,239,HTML,vi
en,https://twitter.com/hashtag/Swarm?src=hash,200,233,HTML,sv
en,https://twitter.com/login?redirect_after_login=%2Fsettings%2Fwidgets%2Fnew%2Fsearch%3Fquery%3D%2523yorkmuaythai,200,70,HTML,sv
en,https://twitter.com/hashtag/risingstar?f=broadcasts&vertical=default,200,89,HTML,sv
en,https://twitter.com/hashtag/yorkmuaythai?lang=zh-tw,200,96,HTML,zh-tw
zh_Hant,https://twitter.com/YorkMuayThai/status/874291888496443392?lang=zh-tw,200,97,HTML,zh-tw
en,https://twitter.com/MackeannaRomero,200,138,HTML,sv
tr,https://twitter.com/BenedetChanti,200,204,HTML,tr
en,https://twitter.com/BreathlessSeok?lang=zh-tw,200,189,HTML,zh-tw
tr,https://twitter.com/BreathlessSeok/status/877675026958483456,200,107,HTML,tr
en,https://twitter.com/AIMHJIMlN/status/877715791025651713,200,115,HTML,da
en,https://twitter.com/AIMHJIMlN,200,163,HTML,da
en,https://twitter.com/_KimAira_/status/877715213889413120,200,111,HTML,da
en,https://twitter.com/MoJGovUK,200,196,HTML,da
da,https://twitter.com/SoyFxzz/status/884263370660077568,200,111,HTML,da
da,https://twitter.com/SoyFxzz/status/884585255268634624,200,105,HTML,da
zh_Hant,https://twitter.com/carter928053/status/885595389029646337?lang=zh-tw,200,104,HTML,zh-tw
en,https://twitter.com/festofanarchy,200,214,HTML,da
en,https://twitter.com/hashtag/SAMCRO?src=hash,200,230,HTML,da
en,https://twitter.com/lancehoward0568/status/885183821955596288,200,107,HTML,da
en,https://twitter.com/hashtag/risingstar?lang=zh-tw,200,234,HTML,zh-tw
vi,https://twitter.com/YorkMuayThai/status/874291888496443392?lang=vi,200,97,HTML,vi
en,https://twitter.com/hashtag/yorkmuaythai?f=broadcasts&vertical=default,200,89,HTML,zh-tw
zh_Hant,https://twitter.com/CorSport,200,203,HTML,zh-tw
en,https://twitter.com/Gazzetta_it,200,252,HTML,zh-tw
zh_Hant,https://twitter.com/saintyjimin,200,90,HTML,zh-tw
en,https://twitter.com/BreathlessSeok/status/877675026958483456?lang=zh-tw,200,107,HTML,zh-tw
zh_Hant,https://twitter.com/AIMHJIMlN/status/886577476561797120,200,95,HTML,zh-tw
en,https://twitter.com/ohitsmariellyy,200,210,HTML,zh-tw
zh_Hant,https://twitter.com/MoJGovUK/status/882857662261727233,200,111,HTML,zh-tw
zh_Hant,https://twitter.com/meoowgirl,200,145,HTML,zh-tw
zh_Hant,https://twitter.com/anaterrazas04,200,162,HTML,zh-tw
vi,https://twitter.com/carter928053/status/885595389029646337?lang=vi,200,104,HTML,vi
zh_Hant,https://twitter.com/MelanieBeltran_,200,153,HTML,zh-tw
en,https://twitter.com/MsHarleyD/status/884250650565111809,200,162,HTML,zh-tw
en,https://twitter.com/login?redirect_after_login=%2Fsettings%2Fwidgets%2Fnew%2Fsearch%3Fquery%3D%2523risingstar,200,70,HTML,zh-tw
zh_Hant,https://twitter.com/joshuajhp,200,92,HTML,zh-tw
en,https://twitter.com/hashtag/risingstar?lang=sv,200,234,HTML,sv
vi,https://twitter.com/CoachJohnson_10,200,214,HTML,vi
vi,https://twitter.com/BigChrisTurner,200,196,HTML,vi
en,https://twitter.com/hashtag/Linkedin?src=hash,200,243,HTML,vi
en,https://twitter.com/hashtag/EuropaLeague?src=hash,200,200,HTML,vi
en,https://twitter.com/hashtag/Berenguer?src=hash,200,206,HTML,vi
tr,https://twitter.com/BreathlessSeok/status/877675026958483456?lang=tr,200,107,HTML,tr
ko,https://twitter.com/AIMHJIMlN/status/886577476561797120?lang=ko,200,95,HTML,ko
vi,https://twitter.com/hosheook/status/885516670302732292,200,118,HTML,vi
vi,https://twitter.com/A1MelanieHarvey/status/882950358569496576,200,100,HTML,vi
vi,https://twitter.com/meoowgirl/status/884807533789147136,200,113,HTML,vi
,https://pbs.twimg.com/profile_images/603673491917922304/jS5g7Kfz.jpg,200,,Binary,
vi,https://twitter.com/meoowgirl/status/884843602064666624,200,109,HTML,vi
vi,https://twitter.com/anaterrazas04/status/886457762959376384,200,102,HTML,vi
,https://pbs.twimg.com/profile_images/603673491917922304/jS5g7Kfz_400x400.jpg,200,,Binary,
vi,https://twitter.com/mayraestuvoaqui/status/886751059833704449,200,151,HTML,vi
vi,https://twitter.com/NYGhost687/status/884743045668798465,200,125,HTML,vi
vi,https://twitter.com/NYGhost687,200,176,HTML,vi
sv,https://twitter.com/joshuajhp/media,200,92,HTML,sv
sv,https://twitter.com/CoachJohnson_10/status/884441795257663489,200,115,HTML,sv
en,https://twitter.com/CoachHinesCHS/status/878735168076267520,200,118,HTML,sv
en,https://twitter.com/hashtag/saigon?src=hash,200,254,HTML,sv
en,https://twitter.com/BetTracksApp,200,157,HTML,sv
tr,https://twitter.com/ontheballapp/status/885455505111621632,200,106,HTML,tr
ko,https://twitter.com/MatteoPedrosi/status/886874895870820352,200,195,HTML,ko
zh_Hant,https://twitter.com/AIMHJIMlN/status/886577476561797120?lang=zh-tw,200,95,HTML,zh-tw
en,https://twitter.com/ohsoguccitae,200,199,HTML,ko
zh_Hant,https://twitter.com/A1MelanieHarvey/status/882950358569496576?lang=zh-tw,200,100,HTML,zh-tw
ko,https://twitter.com/camilalupercioo,200,158,HTML,ko
ko,https://twitter.com/Juan__Saenz/status/886467132002713600,200,99,HTML,ko
ko,https://twitter.com/Juan__Saenz,200,156,HTML,ko
,https://pbs.twimg.com/profile_images/874076268815302657/AP5-4RaK.jpg,200,,Binary,
,https://pbs.twimg.com/profile_images/874076268815302657/AP5-4RaK_400x400.jpg,200,,Binary,
ko,https://twitter.com/LuEstevezZ/status/886767884961284096,200,111,HTML,ko
en,https://twitter.com/search?q=place%3A85644511d3f21570,200,141,HTML,ko
ko,https://twitter.com/NYGhost687/status/877567895542386688,200,101,HTML,ko
en,https://twitter.com/login?redirect_after_login=%2Fjoshuajhp%2Flikes,200,70,HTML,ko
zh_Hant,https://twitter.com/joshuajhp/media?lang=zh-tw,200,92,HTML,zh-tw
ko,https://twitter.com/DonnaClugy,200,175,HTML,ko
ko,https://twitter.com/jsully656565,200,183,HTML,ko
en,https://twitter.com/hashtag/United?src=hash,200,213,HTML,ko
en,https://twitter.com/hashtag/SCFC?src=hash,200,232,HTML,ko
ko,https://twitter.com/BetTracksApp/status/866279312424677376,200,97,HTML,ko
zh_Hant,https://twitter.com/ImTheSoundtrack/status/886900248769163265,200,104,HTML,zh-tw
en,https://twitter.com/ImTheSoundtrack,200,175,HTML,zh-tw
zh_Hant,https://twitter.com/day6jimin/status/886592482703806464,200,109,HTML,zh-tw
en,https://twitter.com/day6jimin,200,171,HTML,zh-tw
zh_Hant,https://twitter.com/marcelahiguera8/status/886771580101160961,200,108,HTML,zh-tw
zh_Hant,https://twitter.com/memesbarcelona/status/856246019146870785,200,130,HTML,zh-tw
zh_Hant,https://twitter.com/memesbarcelona,200,168,HTML,zh-tw
zh_Hant,https://twitter.com/VinnyVano/status/885601699741741061,200,106,HTML,zh-tw
en,https://twitter.com/search?q=place%3A01a9dbb9232f0fac,200,153,HTML,zh-tw
en,https://twitter.com/TheNotoriousMMA/status/876980266870476801,200,177,HTML,zh-tw
en,https://twitter.com/hashtag/TeamMMA?src=hash,200,210,HTML,zh-tw
sv,https://twitter.com/joshuajhp/media?lang=sv,200,92,HTML,sv
zh_Hant,https://twitter.com/USAFBOps/status/885298170783256576,200,109,HTML,zh-tw
zh_Hant,https://twitter.com/RobertShipley2/status/882927964769406976,200,125,HTML,zh-tw
en,https://twitter.com/hashtag/%ED%86%B5%EC%9D%BC?src=hash,200,177,HTML,zh-tw
en,https://twitter.com/hashtag/TeamWork?src=hash,200,233,HTML,zh-tw
th,https://twitter.com/BetTracksApp/status/866279312424677376?lang=th,200,97,HTML,th
en,https://twitter.com/RedArmyItaly,200,217,HTML,zh-tw
zh_Hant,https://twitter.com/ImTheSoundtrack/status/886980507921256449,200,98,HTML,zh-tw
zh_Hant,https://twitter.com/day6jimin/status/886592872669220865,200,100,HTML,zh-tw
zh_Hant,https://twitter.com/SeasMamon/status/886776205340495873,200,98,HTML,zh-tw
en,https://twitter.com/symin_park9504,200,177,HTML,zh-tw
zh_Hant,https://twitter.com/WithStyle22/status/856246231231860739,200,99,HTML,zh-tw
zh_Hant,https://twitter.com/memesbarcelona/status/883979220040527872,200,163,HTML,zh-tw
,https://pbs.twimg.com/profile_images/807253163317329922/oBYPMVuj.jpg,200,,Binary,
,https://pbs.twimg.com/profile_images/807253163317329922/oBYPMVuj_400x400.jpg,200,,Binary,
zh_Hant,https://twitter.com/memesbarcelona/status/884013672611368960,200,107,HTML,zh-tw
zh_Hant,https://twitter.com/fernando_moral9/status/884061872852434944,200,136,HTML,zh-tw
en,https://twitter.com/Lvdepech/status/877180565136396288,200,141,HTML,zh-tw
en,https://twitter.com/Lvdepech,200,165,HTML,sv
en,https://twitter.com/RyanDLarsen,200,210,HTML,sv
en,https://twitter.com/hashtag/fuckyou?src=hash,200,189,HTML,sv
en,https://twitter.com/hashtag/OneGoal?src=hash,200,207,HTML,sv
en,https://twitter.com/hashtag/%ED%86%B5%EC%9D%BC%EC%9D%80%EB%82%B4%EC%9D%BC?src=hash,200,96,HTML,sv
en,https://twitter.com/hashtag/%EC%B0%BE%EC%95%84%EA%B0%80%EB%8A%94%ED%86%B5%EC%9D%BC%EA%B5%90%EC%8B%A4?src=hash,200,96,HTML,th
ko,https://twitter.com/BetTracksApp/status/866279312424677376?lang=ko,200,97,HTML,ko
th,https://twitter.com/LuMendiburo,200,150,HTML,th
en,https://twitter.com/hashtag/Partners?src=hash,200,237,HTML,th
th,https://twitter.com/taeismypapi,200,177,HTML,th
ko,https://twitter.com/day6jimin/status/886592872669220865?lang=ko,200,100,HTML,ko
th,https://twitter.com/RollingStoneIN/status/885821808057831424,200,216,HTML,th
th,https://twitter.com/jordimarba/status/883994019843497984,200,108,HTML,th
th,https://twitter.com/jordimarba,200,200,HTML,th
th,https://twitter.com/danielYT20,200,169,HTML,th
th,https://twitter.com/macros2k6/status/884068391761444865,200,105,HTML,th
,https://pbs.twimg.com/profile_images/303766664/fcb_189987.jpg.png,200,,Binary,
th,https://twitter.com/macros2k6,200,171,HTML,th
th,https://twitter.com/Lvdepech/status/751646512195579904,200,96,HTML,th
,https://pbs.twimg.com/profile_images/303766664/fcb_189987.jpg_400x400.png,200,,Binary,
th,https://twitter.com/Lvdepech/status/751909293574660096,200,97,HTML,th
th,https://twitter.com/johanbark/status/884097042762670083,200,100,HTML,th
en,https://twitter.com/hashtag/ENG?src=hash,200,224,HTML,th
en,https://twitter.com/hashtag/%EC%B0%BE%EC%95%84%EA%B0%80%EB%8A%94%ED%86%B5%EC%9D%BC%EA%B5%90%EC%8B%A4?f=broadcasts&vertical=default&src=hash,200,89,HTML,ko
en,https://twitter.com/hashtag/%EC%B0%BE%EC%95%84%EA%B0%80%EB%8A%94%ED%86%B5%EC%9D%BC%EA%B5%90%EC%8B%A4?f=news&vertical=default&src=hash,200,89,HTML,ko
en,https://twitter.com/hashtag/MadeInNovaScotia?src=hash,200,109,HTML,ko
ko,https://twitter.com/luvjiminie/status/887157575728340993,200,105,HTML,ko
zh_Hant,https://twitter.com/day6jimin/status/886592872669220865?lang=zh-tw,200,100,HTML,zh-tw
ko,https://twitter.com/thisisridz/status/885925399049322496,200,136,HTML,ko
ko,https://twitter.com/Numinex57,200,187,HTML,ko
en,https://twitter.com/hashtag/RaffleKPI?src=hash,200,100,HTML,ko
ko,https://twitter.com/SoldierFCB/status/887256987054075904,200,114,HTML,ko
zh_Hant,https://twitter.com/macros2k6/status/884068391761444865?lang=zh-tw,200,105,HTML,zh-tw
ko,https://twitter.com/FMonclusMarca/status/886690124221882368,200,162,HTML,ko
ko,https://twitter.com/TrevorJowett,200,103,HTML,ko
ko,https://twitter.com/BasilHofer,200,180,HTML,ko
en,https://twitter.com/login?redirect_after_login=%2Fsettings%2Fwidgets%2Fnew%2Fsearch%3Fquery%3D%2523%25ED%2586%25B5%25EC%259D%25BC%25EC%259D%2580%25EB%2582%25B4%25EC%259D%25BC,200,70,HTML,ko
ko,https://twitter.com/johanbark/status/883993734643408896,200,134,HTML,ko
en,https://twitter.com/login?redirect_after_login=%2Fsettings%2Fwidgets%2Fnew%2Fsearch%3Fquery%3D%2523%25EC%25B0%25BE%25EC%2595%2584%25EA%25B0%2580%25EB%258A%2594%25ED%2586%25B5%25EC%259D%25BC%25EA%25B5%2590%25EC%258B%25A4,200,70,HTML,ko
en,https://twitter.com/hashtag/IND?src=hash,200,231,HTML,ko
en,https://twitter.com/hashtag/%EC%B0%BE%EC%95%84%EA%B0%80%EB%8A%94%ED%86%B5%EC%9D%BC%EA%B5%90%EC%8B%A4?lang=th,200,96,HTML,th
ko,https://twitter.com/cricbuzz/status/885389184298504192,200,171,HTML,ko
en,https://twitter.com/hashtag/madeinnovascotia?src=hash,200,109,HTML,ko
en,https://twitter.com/KinggKook,200,185,HTML,zh-tw
zh_Hant,https://twitter.com/thotbebe,200,163,HTML,zh-tw
en,https://twitter.com/RebekaTheRascal,200,171,HTML,zh-tw
en,https://twitter.com/confused_soulxx,200,198,HTML,zh-tw
tr,https://twitter.com/Numinex57?lang=tr,200,187,HTML,tr
zh_Hant,https://twitter.com/danielYT20/status/887257400788615169,200,100,HTML,zh-tw
th,https://twitter.com/macros2k6/status/884068391761444865?lang=th,200,105,HTML,th
zh_Hant,https://twitter.com/EspeltDavid/status/886979153039425536,200,98,HTML,zh-tw
zh_Hant,https://twitter.com/EspeltDavid,200,98,HTML,zh-tw
zh_Hant,https://twitter.com/JohanSahlin/status/884046919772798976,200,98,HTML,zh-tw
en,https://twitter.com/hashtag/bellator181?src=hash,200,199,HTML,zh-tw
en,https://twitter.com/DannyBrener/status/886059728538710016,200,157,HTML,zh-tw
,https://pbs.twimg.com/profile_images/3555325596/f819f791334ad022fcef887955c7fbbb.jpeg,200,,Binary,
zh_Hant,https://twitter.com/JohanSahlin,200,180,HTML,zh-tw
th,https://twitter.com/kirneh73/status/884043305675354112,200,100,HTML,th
